purchase_id,customer_id,product_id,quantity,purchase_date,store,name,city,signup_date,product_name,category,price,total_price
T1048,C099,P016,1,2023-06-24 12:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Hat,Clothing,26.72,26.72
T1049,C049,P008,1,2023-06-24 16:00:00,Store A,Patricia Chen,San Francisco,2023-05-25,Webcam,Electronics,1242.77,1242.77
T1050,C083,P033,4,2023-06-24 20:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Biography,Books,16.93,67.72
T1051,C057,P049,1,2023-06-25 00:00:00,Store A,Ian Chen,Seattle,2023-06-18,Bicycle,Sports,71.3,71.3
T1052,C090,P012,3,2023-06-25 04:00:00,Store A,Charlie Chen,San Francisco,2023-09-25,Jeans,Clothing,120.1,360.3
T1053,C031,P011,1,2023-06-25 08:00:00,Store C,George Martinez,San Francisco,2023-04-01,T-Shirt,Clothing,87.89,87.89
T1054,C099,P005,1,2023-06-25 12:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Tablet,Electronics,906.71,906.71
T1055,C069,P027,1,2023-06-25 16:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Curtains,Home & Garden,37.36,37.36
T1056,C047,P012,2,2023-06-25 20:00:00,Store A,Bob Garcia,Portland,2023-05-19,Jeans,Clothing,120.1,240.2
T1057,C020,P017,5,2023-06-26 00:00:00,Store A,George Garcia,Portland,2023-02-27,Socks,Clothing,89.08,445.4
T1058,C037,P006,1,2023-06-26 04:00:00,Store A,Eric Chen,Portland,2023-04-19,Smartphone,Electronics,94.23,94.23
T1059,C074,P033,1,2023-06-26 08:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Biography,Books,16.93,16.93
T1060,C058,P005,1,2023-06-26 12:00:00,Store C,Hannah Lee,Seattle,2023-06-21,Tablet,Electronics,906.71,906.71
T1061,C093,P028,2,2023-06-26 16:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Pillow,Home & Garden,22.22,44.44
T1062,C067,P014,1,2023-06-26 20:00:00,Store A,Quinn Martinez,Seattle,2023-07-18,Jacket,Clothing,100.98,100.98
T1063,C048,P005,3,2023-06-27 00:00:00,Store A,Kevin Singh,San Francisco,2023-05-22,Tablet,Electronics,906.71,2720.13
T1064,C081,P033,2,2023-06-27 04:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Biography,Books,16.93,33.86
T1065,C086,P050,2,2023-06-27 08:00:00,Store A,Alice Patel,Portland,2023-09-13,Skateboard,Sports,37.31,74.62
T1066,C037,P048,1,2023-06-27 12:00:00,Store C,Eric Chen,Portland,2023-04-19,Jump Rope,Sports,21.98,21.98
T1067,C037,P041,5,2023-06-27 16:00:00,Store B,Eric Chen,Portland,2023-04-19,Yoga Mat,Sports,372.88,1864.4
T1068,C011,P019,1,2023-06-27 20:00:00,Store B,Michael Rodriguez,Seattle,2023-01-31,Shorts,Clothing,102.87,102.87
T1069,C088,P022,1,2023-06-28 00:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Blender,Home & Garden,162.15,162.15
T1070,C083,P005,2,2023-06-28 04:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Tablet,Electronics,906.71,1813.42
T1071,C070,P002,2,2023-06-28 08:00:00,Store B,Eric Brown,Sacramento,2023-07-27,Mouse,Electronics,725.12,1450.24
T1072,C093,P030,1,2023-06-28 12:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Picture Frame,Home & Garden,253.25,253.25
T1073,C091,P047,1,2023-06-28 16:00:00,Store C,Alice Davis,Seattle,2023-09-28,Resistance Bands,Sports,382.56,382.56
T1074,C078,P039,3,2023-06-28 20:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Poetry,Books,21.2,63.6
T1075,C094,P004,1,2023-06-29 00:00:00,Store B,Fiona Garcia,San Francisco,2023-10-07,Monitor,Electronics,465.48,465.48
T1076,C043,P033,3,2023-06-29 04:00:00,Store A,Kevin Wilson,Seattle,2023-05-07,Biography,Books,16.93,50.79
T1077,C028,P013,2,2023-06-29 08:00:00,Store B,Quinn Rodriguez,San Francisco,2023-03-23,Sweater,Clothing,48.06,96.12
T1078,C051,P020,1,2023-06-29 12:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,Scarf,Clothing,114.39,114.39
T1079,C016,P007,1,2023-06-29 16:00:00,Store A,George Rodriguez,Seattle,2023-02-15,Headphones,Electronics,104.15,104.15
T1080,C075,P015,1,2023-06-29 20:00:00,Store C,Alice Wilson,Los Angeles,2023-08-11,Shoes,Clothing,31.1,31.1
T1081,C098,P023,3,2023-06-30 00:00:00,Store B,Alice Davis,Portland,2023-10-19,Vacuum,Home & Garden,107.04,321.12
T1082,C012,P014,2,2023-06-30 04:00:00,Store C,Fiona Davis,Sacramento,2023-02-03,Jacket,Clothing,100.98,201.96
T1083,C030,P023,1,2023-06-30 08:00:00,Store C,Teresa Davis,Seattle,2023-03-29,Vacuum,Home & Garden,107.04,107.04
T1084,C069,P019,2,2023-06-30 12:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Shorts,Clothing,102.87,205.74
T1085,C098,P029,5,2023-06-30 16:00:00,Store B,Alice Davis,Portland,2023-10-19,Candle,Home & Garden,289.35,1446.75
T1086,C056,P020,1,2023-06-30 20:00:00,Store A,George Patel,Sacramento,2023-06-15,Scarf,Clothing,114.39,114.39
T1087,C073,P029,4,2023-07-01 00:00:00,Store C,Patricia Kim,Seattle,2023-08-05,Candle,Home & Garden,289.35,1157.4
T1088,C012,P024,1,2023-07-01 04:00:00,Store A,Fiona Davis,Sacramento,2023-02-03,Lamp,Home & Garden,241.63,241.63
T1089,C034,P018,1,2023-07-01 08:00:00,Store B,Quinn Brown,Sacramento,2023-04-10,Dress,Clothing,90.28,90.28
T1090,C100,P010,1,2023-07-01 12:00:00,Store A,Eric Davis,Seattle,2023-10-25,Power Bank,Electronics,234.24,234.24
T1091,C099,P041,1,2023-07-01 16:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Yoga Mat,Sports,372.88,372.88
T1092,C002,P008,1,2023-07-01 20:00:00,Store C,Teresa Miller,Sacramento,2023-01-04,Webcam,Electronics,1242.77,1242.77
T1093,C098,P026,1,2023-07-02 00:00:00,Store C,Alice Davis,Portland,2023-10-19,Rug,Home & Garden,140.11,140.11
T1094,C082,P029,4,2023-07-02 04:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Candle,Home & Garden,289.35,1157.4
T1095,C094,P010,3,2023-07-02 08:00:00,Store C,Fiona Garcia,San Francisco,2023-10-07,Power Bank,Electronics,234.24,702.72
T1096,C069,P017,2,2023-07-02 12:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Socks,Clothing,89.08,178.16
T1097,C074,P002,1,2023-07-02 16:00:00,Store B,Teresa Wilson,San Diego,2023-08-08,Mouse,Electronics,725.12,725.12
T1098,C072,P006,1,2023-07-02 20:00:00,Store B,Charlie Kim,Seattle,2023-08-02,Smartphone,Electronics,94.23,94.23
T1099,C084,P005,1,2023-07-03 00:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Tablet,Electronics,906.71,906.71
T1100,C033,P028,2,2023-07-03 04:00:00,Store A,Eric Chen,Seattle,2023-04-07,Pillow,Home & Garden,22.22,44.44
T1101,C009,P041,4,2023-07-03 08:00:00,Store A,Steve Garcia,San Francisco,2023-01-25,Yoga Mat,Sports,372.88,1491.52
T1102,C055,P005,1,2023-07-03 12:00:00,Store B,Steve Patel,San Francisco,2023-06-12,Tablet,Electronics,906.71,906.71
T1103,C086,P018,1,2023-07-03 16:00:00,Store A,Alice Patel,Portland,2023-09-13,Dress,Clothing,90.28,90.28
T1104,C042,P026,2,2023-07-03 20:00:00,Store A,Diana Lee,San Francisco,2023-05-04,Rug,Home & Garden,140.11,280.22
T1105,C084,P020,1,2023-07-04 00:00:00,Store C,Charlie Miller,Seattle,2023-09-07,Scarf,Clothing,114.39,114.39
T1106,C099,P041,1,2023-07-04 04:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Yoga Mat,Sports,372.88,372.88
T1107,C024,P049,2,2023-07-04 08:00:00,Store A,Steve Jackson,Portland,2023-03-11,Bicycle,Sports,71.3,142.6
T1108,C084,P027,2,2023-07-04 12:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Curtains,Home & Garden,37.36,74.72
T1109,C068,P049,1,2023-07-04 16:00:00,Store B,Alice Rodriguez,San Diego,2023-07-21,Bicycle,Sports,71.3,71.3
T1110,C094,P012,1,2023-07-04 20:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Jeans,Clothing,120.1,120.1
T1111,C039,P007,5,2023-07-05 00:00:00,Store C,Bob Thompson,Los Angeles,2023-04-25,Headphones,Electronics,104.15,520.75
T1112,C085,P003,1,2023-07-05 04:00:00,Store A,Ian Patel,Portland,2023-09-10,Keyboard,Electronics,836.83,836.83
T1113,C093,P010,1,2023-07-05 08:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Power Bank,Electronics,234.24,234.24
T1114,C098,P034,1,2023-07-05 12:00:00,Store C,Alice Davis,Portland,2023-10-19,Textbook,Books,16.26,16.26
T1115,C085,P025,1,2023-07-05 16:00:00,Store C,Ian Patel,Portland,2023-09-10,Plant Pot,Home & Garden,92.19,92.19
T1116,C072,P035,1,2023-07-05 20:00:00,Store C,Charlie Kim,Seattle,2023-08-02,Magazine,Books,20.01,20.01
T1117,C081,P016,3,2023-07-06 00:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Hat,Clothing,26.72,80.16
T1118,C095,P002,1,2023-07-06 04:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Mouse,Electronics,725.12,725.12
T1119,C077,P024,1,2023-07-06 08:00:00,Store B,Quinn Wilson,Los Angeles,2023-08-17,Lamp,Home & Garden,241.63,241.63
T1120,C009,P010,2,2023-07-06 12:00:00,Store A,Steve Garcia,San Francisco,2023-01-25,Power Bank,Electronics,234.24,468.48
T1121,C097,P038,2,2023-07-06 16:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Self-Help,Books,36.41,72.82
T1122,C085,P022,3,2023-07-06 20:00:00,Store C,Ian Patel,Portland,2023-09-10,Blender,Home & Garden,162.15,486.45
T1123,C084,P026,3,2023-07-07 00:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Rug,Home & Garden,140.11,420.33
T1124,C044,P043,1,2023-07-07 04:00:00,Store C,Quinn Singh,Sacramento,2023-05-10,Tennis Racket,Sports,311.68,311.68
T1125,C083,P039,3,2023-07-07 08:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Poetry,Books,21.2,63.6
T1126,C064,P027,1,2023-07-07 12:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Curtains,Home & Garden,37.36,37.36
T1127,C083,P029,5,2023-07-07 16:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Candle,Home & Garden,289.35,1446.75
T1128,C027,P047,1,2023-07-07 20:00:00,Store A,Ian Patel,Seattle,2023-03-20,Resistance Bands,Sports,382.56,382.56
T1129,C083,P038,5,2023-07-08 00:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Self-Help,Books,36.41,182.05
T1130,C100,P020,3,2023-07-08 04:00:00,Store C,Eric Davis,Seattle,2023-10-25,Scarf,Clothing,114.39,343.17
T1131,C014,P027,1,2023-07-08 08:00:00,Store A,Teresa Rodriguez,Seattle,2023-02-09,Curtains,Home & Garden,37.36,37.36
T1132,C100,P041,2,2023-07-08 12:00:00,Store B,Eric Davis,Seattle,2023-10-25,Yoga Mat,Sports,372.88,745.76
T1133,C065,P020,5,2023-07-08 16:00:00,Store C,Patricia Anderson,Portland,2023-07-12,Scarf,Clothing,114.39,571.95
T1134,C095,P044,3,2023-07-08 20:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Soccer Ball,Sports,218.51,655.53
T1135,C090,P019,1,2023-07-09 00:00:00,Store A,Charlie Chen,San Francisco,2023-09-25,Shorts,Clothing,102.87,102.87
T1136,C077,P020,2,2023-07-09 04:00:00,Store A,Quinn Wilson,Los Angeles,2023-08-17,Scarf,Clothing,114.39,228.78
T1137,C088,P035,1,2023-07-09 08:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Magazine,Books,20.01,20.01
T1138,C095,P047,1,2023-07-09 12:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Resistance Bands,Sports,382.56,382.56
T1139,C064,P002,1,2023-07-09 16:00:00,Store C,Patricia Jackson,Portland,2023-07-09,Mouse,Electronics,725.12,725.12
T1140,C057,P030,1,2023-07-09 20:00:00,Store C,Ian Chen,Seattle,2023-06-18,Picture Frame,Home & Garden,253.25,253.25
T1141,C084,P034,3,2023-07-10 00:00:00,Store C,Charlie Miller,Seattle,2023-09-07,Textbook,Books,16.26,48.78
T1142,C091,P022,1,2023-07-10 04:00:00,Store C,Alice Davis,Seattle,2023-09-28,Blender,Home & Garden,162.15,162.15
T1143,C089,P003,3,2023-07-10 08:00:00,Store C,Hannah Lee,San Diego,2023-09-22,Keyboard,Electronics,836.83,2510.49
T1144,C091,P006,1,2023-07-10 12:00:00,Store B,Alice Davis,Seattle,2023-09-28,Smartphone,Electronics,94.23,94.23
T1145,C067,P015,1,2023-07-10 16:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Shoes,Clothing,31.1,31.1
T1146,C092,P027,1,2023-07-10 20:00:00,Store B,Steve Garcia,Los Angeles,2023-10-01,Curtains,Home & Garden,37.36,37.36
T1147,C029,P010,1,2023-07-11 00:00:00,Store A,Quinn Jackson,San Francisco,2023-03-26,Power Bank,Electronics,234.24,234.24
T1148,C076,P009,1,2023-07-11 04:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,USB Cable,Electronics,572.28,572.28
T1149,C002,P033,1,2023-07-11 08:00:00,Store A,Teresa Miller,Sacramento,2023-01-04,Biography,Books,16.93,16.93
T1150,C057,P032,2,2023-07-11 12:00:00,Store C,Ian Chen,Seattle,2023-06-18,Cookbook,Books,26.36,52.72
T1151,C061,P048,1,2023-07-11 16:00:00,Store B,Rachel Lee,Portland,2023-06-30,Jump Rope,Sports,21.98,21.98
T1152,C064,P006,1,2023-07-11 20:00:00,Store B,Patricia Jackson,Portland,2023-07-09,Smartphone,Electronics,94.23,94.23
T1153,C085,P041,1,2023-07-12 00:00:00,Store B,Ian Patel,Portland,2023-09-10,Yoga Mat,Sports,372.88,372.88
T1154,C063,P036,3,2023-07-12 04:00:00,Store A,George Davis,San Diego,2023-07-06,Comic Book,Books,31.97,95.91
T1155,C068,P002,4,2023-07-12 08:00:00,Store C,Alice Rodriguez,San Diego,2023-07-21,Mouse,Electronics,725.12,2900.48
T1156,C047,P029,1,2023-07-12 12:00:00,Store A,Bob Garcia,Portland,2023-05-19,Candle,Home & Garden,289.35,289.35
T1157,C062,P004,1,2023-07-12 16:00:00,Store B,Julia Kim,Portland,2023-07-03,Monitor,Electronics,465.48,465.48
T1158,C046,P001,1,2023-07-12 20:00:00,Store A,Eric Patel,Los Angeles,2023-05-16,Laptop,Electronics,102.12,102.12
T1159,C020,P019,4,2023-07-13 00:00:00,Store B,George Garcia,Portland,2023-02-27,Shorts,Clothing,102.87,411.48
T1160,C080,P026,1,2023-07-13 04:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Rug,Home & Garden,140.11,140.11
T1161,C084,P025,1,2023-07-13 08:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Plant Pot,Home & Garden,92.19,92.19
T1162,C081,P010,1,2023-07-13 12:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Power Bank,Electronics,234.24,234.24
T1163,C070,P015,1,2023-07-13 16:00:00,Store C,Eric Brown,Sacramento,2023-07-27,Shoes,Clothing,31.1,31.1
T1164,C062,P022,1,2023-07-13 20:00:00,Store B,Julia Kim,Portland,2023-07-03,Blender,Home & Garden,162.15,162.15
T1165,C094,P048,3,2023-07-14 00:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Jump Rope,Sports,21.98,65.94
T1166,C074,P021,1,2023-07-14 04:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Coffee Maker,Home & Garden,293.12,293.12
T1167,C071,P022,2,2023-07-14 08:00:00,Store C,Ian Anderson,Los Angeles,2023-07-30,Blender,Home & Garden,162.15,324.3
T1168,C008,P036,1,2023-07-14 12:00:00,Store B,George Brown,San Diego,2023-01-22,Comic Book,Books,31.97,31.97
T1169,C059,P034,1,2023-07-14 16:00:00,Store A,Rachel Wilson,Seattle,2023-06-24,Textbook,Books,16.26,16.26
T1170,C062,P030,4,2023-07-14 20:00:00,Store B,Julia Kim,Portland,2023-07-03,Picture Frame,Home & Garden,253.25,1013.0
T1171,C064,P025,1,2023-07-15 00:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Plant Pot,Home & Garden,92.19,92.19
T1172,C078,P045,3,2023-07-15 04:00:00,Store C,Diana Garcia,Seattle,2023-08-20,Running Shoes,Sports,135.15,405.45
T1173,C075,P028,2,2023-07-15 08:00:00,Store B,Alice Wilson,Los Angeles,2023-08-11,Pillow,Home & Garden,22.22,44.44
T1174,C080,P001,1,2023-07-15 12:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Laptop,Electronics,102.12,102.12
T1175,C089,P049,4,2023-07-15 16:00:00,Store A,Hannah Lee,San Diego,2023-09-22,Bicycle,Sports,71.3,285.2
T1176,C092,P045,1,2023-07-15 20:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Running Shoes,Sports,135.15,135.15
T1177,C087,P004,3,2023-07-16 00:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Monitor,Electronics,465.48,1396.44
T1178,C099,P007,1,2023-07-16 04:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Headphones,Electronics,104.15,104.15
T1179,C006,P049,3,2023-07-16 08:00:00,Store C,Oscar Brown,Seattle,2023-01-16,Bicycle,Sports,71.3,213.9
T1180,C041,P009,1,2023-07-16 12:00:00,Store C,Fiona Lee,Seattle,2023-05-01,USB Cable,Electronics,572.28,572.28
T1181,C003,P036,2,2023-07-16 16:00:00,Store A,Diana Rodriguez,Los Angeles,2023-01-07,Comic Book,Books,31.97,63.94
T1182,C082,P019,3,2023-07-16 20:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Shorts,Clothing,102.87,308.61
T1183,C096,P001,4,2023-07-17 00:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Laptop,Electronics,102.12,408.48
T1184,C048,P010,4,2023-07-17 04:00:00,Store C,Kevin Singh,San Francisco,2023-05-22,Power Bank,Electronics,234.24,936.96
T1185,C097,P036,3,2023-07-17 08:00:00,Store B,Bob Thompson,San Francisco,2023-10-16,Comic Book,Books,31.97,95.91
T1186,C017,P009,3,2023-07-17 12:00:00,Store A,Alice Chen,Portland,2023-02-18,USB Cable,Electronics,572.28,1716.84
T1187,C098,P045,1,2023-07-17 16:00:00,Store C,Alice Davis,Portland,2023-10-19,Running Shoes,Sports,135.15,135.15
T1188,C060,P046,1,2023-07-17 20:00:00,Store B,Alice Brown,Portland,2023-06-27,Water Bottle,Sports,187.65,187.65
T1189,C026,P042,1,2023-07-18 00:00:00,Store C,Oscar Brown,Los Angeles,2023-03-17,Dumbbells,Sports,283.86,283.86
T1190,C071,P032,1,2023-07-18 04:00:00,Store B,Ian Anderson,Los Angeles,2023-07-30,Cookbook,Books,26.36,26.36
T1191,C049,P032,1,2023-07-18 08:00:00,Store B,Patricia Chen,San Francisco,2023-05-25,Cookbook,Books,26.36,26.36
T1192,C053,P006,2,2023-07-18 12:00:00,Store C,Diana Kim,Sacramento,2023-06-06,Smartphone,Electronics,94.23,188.46
T1193,C055,P048,1,2023-07-18 16:00:00,Store C,Steve Patel,San Francisco,2023-06-12,Jump Rope,Sports,21.98,21.98
T1194,C091,P038,2,2023-07-18 20:00:00,Store B,Alice Davis,Seattle,2023-09-28,Self-Help,Books,36.41,72.82
T1195,C075,P017,1,2023-07-19 00:00:00,Store B,Alice Wilson,Los Angeles,2023-08-11,Socks,Clothing,89.08,89.08
T1196,C055,P010,1,2023-07-19 04:00:00,Store B,Steve Patel,San Francisco,2023-06-12,Power Bank,Electronics,234.24,234.24
T1197,C080,P050,2,2023-07-19 08:00:00,Store A,Charlie Rodriguez,Seattle,2023-08-26,Skateboard,Sports,37.31,74.62
T1198,C087,P027,3,2023-07-19 12:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Curtains,Home & Garden,37.36,112.08
T1199,C051,P050,2,2023-07-19 16:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Skateboard,Sports,37.31,74.62
T1200,C065,P035,2,2023-07-19 20:00:00,Store B,Patricia Anderson,Portland,2023-07-12,Magazine,Books,20.01,40.02
T1201,C030,P021,1,2023-07-20 00:00:00,Store A,Teresa Davis,Seattle,2023-03-29,Coffee Maker,Home & Garden,293.12,293.12
T1202,C039,P025,2,2023-07-20 04:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Plant Pot,Home & Garden,92.19,184.38
T1203,C084,P028,1,2023-07-20 08:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Pillow,Home & Garden,22.22,22.22
T1204,C039,P047,1,2023-07-20 12:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Resistance Bands,Sports,382.56,382.56
T1205,C074,P015,1,2023-07-20 16:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Shoes,Clothing,31.1,31.1
T1206,C086,P004,1,2023-07-20 20:00:00,Store C,Alice Patel,Portland,2023-09-13,Monitor,Electronics,465.48,465.48
T1207,C027,P029,1,2023-07-21 00:00:00,Store B,Ian Patel,Seattle,2023-03-20,Candle,Home & Garden,289.35,289.35
T1208,C077,P009,4,2023-07-21 04:00:00,Store A,Quinn Wilson,Los Angeles,2023-08-17,USB Cable,Electronics,572.28,2289.12
T1209,C049,P027,4,2023-07-21 08:00:00,Store A,Patricia Chen,San Francisco,2023-05-25,Curtains,Home & Garden,37.36,149.44
T1210,C099,P026,1,2023-07-21 12:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Rug,Home & Garden,140.11,140.11
T1211,C071,P019,1,2023-07-21 16:00:00,Store C,Ian Anderson,Los Angeles,2023-07-30,Shorts,Clothing,102.87,102.87
T1212,C091,P028,1,2023-07-21 20:00:00,Store A,Alice Davis,Seattle,2023-09-28,Pillow,Home & Garden,22.22,22.22
T1213,C076,P017,1,2023-07-22 00:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Socks,Clothing,89.08,89.08
T1214,C013,P043,4,2023-07-22 04:00:00,Store A,Laura Davis,San Diego,2023-02-06,Tennis Racket,Sports,311.68,1246.72
T1215,C082,P041,1,2023-07-22 08:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Yoga Mat,Sports,372.88,372.88
T1216,C098,P042,3,2023-07-22 12:00:00,Store C,Alice Davis,Portland,2023-10-19,Dumbbells,Sports,283.86,851.58
T1217,C080,P050,1,2023-07-22 16:00:00,Store A,Charlie Rodriguez,Seattle,2023-08-26,Skateboard,Sports,37.31,37.31
T1218,C092,P020,5,2023-07-22 20:00:00,Store B,Steve Garcia,Los Angeles,2023-10-01,Scarf,Clothing,114.39,571.95
T1219,C095,P045,1,2023-07-23 00:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Running Shoes,Sports,135.15,135.15
T1220,C046,P040,3,2023-07-23 04:00:00,Store B,Eric Patel,Los Angeles,2023-05-16,Reference Book,Books,48.19,144.57
T1221,C044,P039,1,2023-07-23 08:00:00,Store C,Quinn Singh,Sacramento,2023-05-10,Poetry,Books,21.2,21.2
T1222,C080,P049,2,2023-07-23 12:00:00,Store C,Charlie Rodriguez,Seattle,2023-08-26,Bicycle,Sports,71.3,142.6
T1223,C065,P023,1,2023-07-23 16:00:00,Store B,Patricia Anderson,Portland,2023-07-12,Vacuum,Home & Garden,107.04,107.04
T1224,C093,P047,1,2023-07-23 20:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,Resistance Bands,Sports,382.56,382.56
T1225,C096,P032,4,2023-07-24 00:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Cookbook,Books,26.36,105.44
T1226,C060,P047,4,2023-07-24 04:00:00,Store B,Alice Brown,Portland,2023-06-27,Resistance Bands,Sports,382.56,1530.24
T1227,C047,P033,3,2023-07-24 08:00:00,Store B,Bob Garcia,Portland,2023-05-19,Biography,Books,16.93,50.79
T1228,C090,P046,2,2023-07-24 12:00:00,Store C,Charlie Chen,San Francisco,2023-09-25,Water Bottle,Sports,187.65,375.3
T1229,C051,P005,3,2023-07-24 16:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Tablet,Electronics,906.71,2720.13
T1230,C092,P043,1,2023-07-24 20:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Tennis Racket,Sports,311.68,311.68
T1231,C066,P048,1,2023-07-25 00:00:00,Store C,Teresa Davis,San Francisco,2023-07-15,Jump Rope,Sports,21.98,21.98
T1232,C084,P034,1,2023-07-25 04:00:00,Store C,Charlie Miller,Seattle,2023-09-07,Textbook,Books,16.26,16.26
T1233,C025,P040,2,2023-07-25 08:00:00,Store B,Laura Wilson,San Francisco,2023-03-14,Reference Book,Books,48.19,96.38
T1234,C081,P011,1,2023-07-25 12:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,T-Shirt,Clothing,87.89,87.89
T1235,C069,P050,1,2023-07-25 16:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Skateboard,Sports,37.31,37.31
T1236,C079,P003,2,2023-07-25 20:00:00,Store C,Hannah Patel,Portland,2023-08-23,Keyboard,Electronics,836.83,1673.66
T1237,C037,P033,3,2023-07-26 00:00:00,Store B,Eric Chen,Portland,2023-04-19,Biography,Books,16.93,50.79
T1238,C088,P011,1,2023-07-26 04:00:00,Store A,Patricia Patel,San Francisco,2023-09-19,T-Shirt,Clothing,87.89,87.89
T1239,C094,P016,1,2023-07-26 08:00:00,Store B,Fiona Garcia,San Francisco,2023-10-07,Hat,Clothing,26.72,26.72
T1240,C044,P018,1,2023-07-26 12:00:00,Store B,Quinn Singh,Sacramento,2023-05-10,Dress,Clothing,90.28,90.28
T1241,C025,P030,1,2023-07-26 16:00:00,Store C,Laura Wilson,San Francisco,2023-03-14,Picture Frame,Home & Garden,253.25,253.25
T1242,C008,P048,1,2023-07-26 20:00:00,Store B,George Brown,San Diego,2023-01-22,Jump Rope,Sports,21.98,21.98
T1243,C082,P010,2,2023-07-27 00:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Power Bank,Electronics,234.24,468.48
T1244,C080,P018,2,2023-07-27 04:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Dress,Clothing,90.28,180.56
T1245,C076,P038,2,2023-07-27 08:00:00,Store A,Teresa Brown,Los Angeles,2023-08-14,Self-Help,Books,36.41,72.82
T1246,C046,P019,1,2023-07-27 12:00:00,Store A,Eric Patel,Los Angeles,2023-05-16,Shorts,Clothing,102.87,102.87
T1247,C063,P036,3,2023-07-27 16:00:00,Store C,George Davis,San Diego,2023-07-06,Comic Book,Books,31.97,95.91
T1248,C079,P013,1,2023-07-27 20:00:00,Store C,Hannah Patel,Portland,2023-08-23,Sweater,Clothing,48.06,48.06
T1249,C072,P046,1,2023-07-28 00:00:00,Store B,Charlie Kim,Seattle,2023-08-02,Water Bottle,Sports,187.65,187.65
T1250,C100,P003,3,2023-07-28 04:00:00,Store B,Eric Davis,Seattle,2023-10-25,Keyboard,Electronics,836.83,2510.49
T1251,C032,P010,1,2023-07-28 08:00:00,Store A,Charlie Chen,Seattle,2023-04-04,Power Bank,Electronics,234.24,234.24
T1252,C085,P038,1,2023-07-28 12:00:00,Store B,Ian Patel,Portland,2023-09-10,Self-Help,Books,36.41,36.41
